id,tarih,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir
4817,2021-02-01,badem,110,kuruyemiş,Yurt içi,M,C
4818,2021-02-01,ceviz,120,kuruyemiş,Yurt içi,M,C
4819,2021-02-01,kıyma,120,et,Yurt dışı,M,C
4820,2021-02-01,tavuk,103,et,Yurt dışı,M,C
4821,2021-02-01,hindi,160,et,Yurt dışı,M,C
4822,2021-02-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,M,C
4823,2021-02-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,M,C
4824,2021-02-01,Bamya,42,sebze ve bakliyat,Yurt dışı,M,C
4825,2021-02-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,M,C
4826,2021-02-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,M,C
4827,2021-02-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,M,C
4828,2021-02-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,M,C
4829,2021-02-01,Domates,25,sebze ve bakliyat,Yurt dışı,M,C
4830,2021-02-01,Enginar,63,sebze ve bakliyat,Yurt dışı,M,C
4831,2021-02-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,M,C
4832,2021-02-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,M,C
4833,2021-02-01,Havuç,42,sebze ve bakliyat,Yurt dışı,M,C
4834,2021-02-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,M,C
4835,2021-02-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,M,C
4836,2021-02-01,Kabak,19,sebze ve bakliyat,Yurt dışı,M,C
4837,2021-02-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,M,C
4838,2021-02-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,M,C
4839,2021-02-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,M,C
4840,2021-02-01,Lahana,24,sebze ve bakliyat,Yurt dışı,M,C
4841,2021-02-01,Mantar,16,sebze ve bakliyat,Yurt dışı,M,C
4842,2021-02-01,Marul,15,sebze ve bakliyat,Yurt dışı,M,C
4843,2021-02-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,M,C
4844,2021-02-01,Nohut,376,sebze ve bakliyat,Yurt dışı,M,C
4845,2021-02-01,Pancar,42,sebze ve bakliyat,Yurt dışı,M,C
4846,2021-02-01,Patates,83,sebze ve bakliyat,Yurt dışı,M,C
4847,2021-02-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,M,C
4848,2021-02-01,Pazı,27,sebze ve bakliyat,Yurt dışı,M,C
4849,2021-02-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,M,C
4850,2021-02-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,M,C
4851,2021-02-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,M,C
4852,2021-02-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,M,C
4853,2021-02-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,M,C
4854,2021-02-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,M,C
4855,2021-02-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,M,C
4856,2021-02-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,M,C
4857,2021-02-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,M,C
4858,2021-02-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,M,C
4859,2021-02-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,M,C
4860,2021-02-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,M,C
4861,2021-02-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,M,C
4862,2021-02-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,M,C
4863,2021-02-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4864,2021-02-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4865,2021-02-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4866,2021-02-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4867,2021-02-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4868,2021-02-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4869,2021-02-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4870,2021-02-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4871,2021-02-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4872,2021-02-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4873,2021-02-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4874,2021-02-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,M,C
4875,2021-02-01,Armut,57,meyve,Yurt dışı,M,C
4876,2021-02-01,Çilek,39,meyve,Yurt dışı,M,C
4877,2021-02-01,Elma,52,meyve,Yurt dışı,M,C
4878,2021-02-01,Erik türleri,60,meyve,Yurt dışı,M,C
4879,2021-02-01,İncir,80,meyve,Yurt dışı,M,C
4880,2021-02-01,Karadut,93,meyve,Yurt dışı,M,C
4881,2021-02-01,Karpuz,24,meyve,Yurt dışı,M,C
4882,2021-02-01,Kavun,28,meyve,Yurt dışı,M,C
4883,2021-02-01,Kayısı,54,meyve,Yurt dışı,M,C
4884,2021-02-01,Kiraz,79,meyve,Yurt dışı,M,C
4885,2021-02-01,Limon,17,meyve,Yurt dışı,M,C
4886,2021-02-01,Mandalina,36,meyve,Yurt dışı,M,C
4887,2021-02-01,Muz,90,meyve,Yurt dışı,M,C
4888,2021-02-01,Nar,77,meyve,Yurt dışı,M,C
4889,2021-02-01,Portakal,41,meyve,Yurt dışı,M,C
4890,2021-02-01,Şeftali,49,meyve,Yurt dışı,M,C
4891,2021-02-01,Üzüm,74,meyve,Yurt dışı,M,C
4892,2021-02-01,Vişne,57,meyve,Yurt dışı,M,C
4893,2021-02-01,fındık,110,kuruyemiş,Yurt dışı,M,C
4894,2021-02-01,fıstık,115,kuruyemiş,Yurt dışı,M,C
4895,2021-02-01,kaju,100,kuruyemiş,Yurt dışı,M,C
4896,2021-02-01,badem,110,kuruyemiş,Yurt dışı,M,C
4897,2021-02-01,ceviz,120,kuruyemiş,Yurt dışı,M,C
4898,2021-02-01,kıyma,120,et,Yurt içi,C,C
4899,2021-02-01,tavuk,103,et,Yurt içi,C,C
4900,2021-02-01,hindi,160,et,Yurt içi,C,C
4901,2021-02-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,C,C
4902,2021-02-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,C,C
4903,2021-02-01,Bamya,42,sebze ve bakliyat,Yurt içi,C,C
4904,2021-02-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,C,C
4905,2021-02-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,C,C
4906,2021-02-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,C,C
4907,2021-02-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,C,C
4908,2021-02-01,Domates,25,sebze ve bakliyat,Yurt içi,C,C
4909,2021-02-01,Enginar,63,sebze ve bakliyat,Yurt içi,C,C
4910,2021-02-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,C,C
4911,2021-02-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,C,C
4912,2021-02-01,Havuç,42,sebze ve bakliyat,Yurt içi,C,C
4913,2021-02-01,Salatalık,8,sebze ve bakliyat,Yurt içi,C,C
4914,2021-02-01,Ispanak,25,sebze ve bakliyat,Yurt içi,C,C
4915,2021-02-01,Kabak,19,sebze ve bakliyat,Yurt içi,C,C
4916,2021-02-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,C,C
4917,2021-02-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,C,C
4918,2021-02-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,C,C
4919,2021-02-01,Lahana,24,sebze ve bakliyat,Yurt içi,C,C
4920,2021-02-01,Mantar,16,sebze ve bakliyat,Yurt içi,C,C
4921,2021-02-01,Marul,15,sebze ve bakliyat,Yurt içi,C,C
4922,2021-02-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,C,C
4923,2021-02-01,Nohut,376,sebze ve bakliyat,Yurt içi,C,C
4924,2021-02-01,Pancar,42,sebze ve bakliyat,Yurt içi,C,C
4925,2021-02-01,Patates,83,sebze ve bakliyat,Yurt içi,C,C
4926,2021-02-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,C,C
4927,2021-02-01,Pazı,27,sebze ve bakliyat,Yurt içi,C,C
4928,2021-02-01,Pırasa,52,sebze ve bakliyat,Yurt içi,C,C
4929,2021-02-01,Semizotu,32,sebze ve bakliyat,Yurt içi,C,C
4930,2021-02-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,C,C
4931,2021-02-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,C,C
4932,2021-02-01,Erişte,390,tahıl ve ürünleri,Yurt içi,C,C
4933,2021-02-01,Makarna,390,tahıl ve ürünleri,Yurt içi,C,C
4934,2021-02-01,Mısır,351,tahıl ve ürünleri,Yurt içi,C,C
4935,2021-02-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,C,C
4936,2021-02-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,C,C
4937,2021-02-01,Pilav,368,tahıl ve ürünleri,Yurt içi,C,C
4938,2021-02-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,C,C
4939,2021-02-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,C,C
4940,2021-02-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,C,C
4941,2021-02-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,C
4942,2021-02-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4943,2021-02-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4944,2021-02-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4945,2021-02-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4946,2021-02-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4947,2021-02-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4948,2021-02-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4949,2021-02-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4950,2021-02-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4951,2021-02-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4952,2021-02-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4953,2021-02-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,C
4954,2021-02-01,Armut,57,meyve,Yurt içi,C,C
4955,2021-02-01,Çilek,39,meyve,Yurt içi,C,C
4956,2021-02-01,Elma,52,meyve,Yurt içi,C,C
4957,2021-02-01,Erik türleri,60,meyve,Yurt içi,C,C
4958,2021-02-01,İncir,80,meyve,Yurt içi,C,C
4959,2021-02-01,Karadut,93,meyve,Yurt içi,C,C
4960,2021-02-01,Karpuz,24,meyve,Yurt içi,C,C
4961,2021-02-01,Kavun,28,meyve,Yurt içi,C,C
4962,2021-02-01,Kayısı,54,meyve,Yurt içi,C,C
4963,2021-02-01,Kiraz,79,meyve,Yurt içi,C,C
4964,2021-02-01,Limon,17,meyve,Yurt içi,C,C
4965,2021-02-01,Mandalina,36,meyve,Yurt içi,C,C
4966,2021-02-01,Muz,90,meyve,Yurt içi,C,C
4967,2021-02-01,Nar,77,meyve,Yurt içi,C,C
4968,2021-02-01,Portakal,41,meyve,Yurt içi,C,C
4969,2021-02-01,Şeftali,49,meyve,Yurt içi,C,C
4970,2021-02-01,Üzüm,74,meyve,Yurt içi,C,C
4971,2021-02-01,Vişne,57,meyve,Yurt içi,C,C
4972,2021-02-01,fındık,110,kuruyemiş,Yurt içi,C,C
4973,2021-02-01,fıstık,115,kuruyemiş,Yurt içi,C,C
4974,2021-02-01,kaju,100,kuruyemiş,Yurt içi,C,C
4975,2021-02-01,badem,110,kuruyemiş,Yurt içi,C,C
4976,2021-02-01,ceviz,120,kuruyemiş,Yurt içi,C,C
4977,2021-02-01,kıyma,120,et,Yurt dışı,C,C
4978,2021-02-01,tavuk,103,et,Yurt dışı,C,C
4979,2021-02-01,hindi,160,et,Yurt dışı,C,C
4980,2021-02-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,C
4981,2021-02-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,C
4982,2021-02-01,Bamya,42,sebze ve bakliyat,Yurt dışı,C,C
4983,2021-02-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,C
4984,2021-02-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,C
4985,2021-02-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,C
4986,2021-02-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,C
4987,2021-02-01,Domates,25,sebze ve bakliyat,Yurt dışı,C,C
4988,2021-02-01,Enginar,63,sebze ve bakliyat,Yurt dışı,C,C
4989,2021-02-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,C
4990,2021-02-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,C
4991,2021-02-01,Havuç,42,sebze ve bakliyat,Yurt dışı,C,C
4992,2021-02-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,C
4993,2021-02-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,C
4994,2021-02-01,Kabak,19,sebze ve bakliyat,Yurt dışı,C,C
4995,2021-02-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,C
4996,2021-02-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,C
4997,2021-02-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,C
4998,2021-02-01,Lahana,24,sebze ve bakliyat,Yurt dışı,C,C
4999,2021-02-01,Mantar,16,sebze ve bakliyat,Yurt dışı,C,C
5000,2021-02-01,Marul,15,sebze ve bakliyat,Yurt dışı,C,C
5001,2021-02-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,C
5002,2021-02-01,Nohut,376,sebze ve bakliyat,Yurt dışı,C,C
5003,2021-02-01,Pancar,42,sebze ve bakliyat,Yurt dışı,C,C
5004,2021-02-01,Patates,83,sebze ve bakliyat,Yurt dışı,C,C
5005,2021-02-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,C
5006,2021-02-01,Pazı,27,sebze ve bakliyat,Yurt dışı,C,C
5007,2021-02-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,C
5008,2021-02-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,C
5009,2021-02-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,C
5010,2021-02-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,C
5011,2021-02-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,C
5012,2021-02-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,C
5013,2021-02-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,C
5014,2021-02-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,C
5015,2021-02-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,C
5016,2021-02-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,C
5017,2021-02-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,C
5018,2021-02-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,C
5019,2021-02-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,C
5020,2021-02-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,C
5021,2021-02-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5022,2021-02-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5023,2021-02-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5024,2021-02-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5025,2021-02-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5026,2021-02-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5027,2021-02-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5028,2021-02-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5029,2021-02-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5030,2021-02-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5031,2021-02-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5032,2021-02-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,C,C
5033,2021-02-01,Armut,57,meyve,Yurt dışı,C,C
5034,2021-02-01,Çilek,39,meyve,Yurt dışı,C,C
5035,2021-02-01,Elma,52,meyve,Yurt dışı,C,C
5036,2021-02-01,Erik türleri,60,meyve,Yurt dışı,C,C
5037,2021-02-01,İncir,80,meyve,Yurt dışı,C,C
5038,2021-02-01,Karadut,93,meyve,Yurt dışı,C,C
5039,2021-02-01,Karpuz,24,meyve,Yurt dışı,C,C
5040,2021-02-01,Kavun,28,meyve,Yurt dışı,C,C
5041,2021-02-01,Kayısı,54,meyve,Yurt dışı,C,C
5042,2021-02-01,Kiraz,79,meyve,Yurt dışı,C,C
5043,2021-02-01,Limon,17,meyve,Yurt dışı,C,C
5044,2021-02-01,Mandalina,36,meyve,Yurt dışı,C,C
5045,2021-02-01,Muz,90,meyve,Yurt dışı,C,C
5046,2021-02-01,Nar,77,meyve,Yurt dışı,C,C
5047,2021-02-01,Portakal,41,meyve,Yurt dışı,C,C
5048,2021-02-01,Şeftali,49,meyve,Yurt dışı,C,C
5049,2021-02-01,Üzüm,74,meyve,Yurt dışı,C,C
5050,2021-02-01,Vişne,57,meyve,Yurt dışı,C,C
5051,2021-02-01,fındık,110,kuruyemiş,Yurt dışı,C,C
5052,2021-02-01,fıstık,115,kuruyemiş,Yurt dışı,C,C
5053,2021-02-01,kaju,100,kuruyemiş,Yurt dışı,C,C
5054,2021-02-01,badem,110,kuruyemiş,Yurt dışı,C,C
5055,2021-02-01,ceviz,120,kuruyemiş,Yurt dışı,C,C
5056,2021-02-01,kıyma,120,et,Yurt içi,B,C
5057,2021-02-01,tavuk,103,et,Yurt içi,B,C
5058,2021-02-01,hindi,160,et,Yurt içi,B,C
5059,2021-02-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,B,C
5060,2021-02-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,B,C
5061,2021-02-01,Bamya,42,sebze ve bakliyat,Yurt içi,B,C
5062,2021-02-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,B,C
5063,2021-02-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,B,C
5064,2021-02-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,B,C
5065,2021-02-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,B,C
5066,2021-02-01,Domates,25,sebze ve bakliyat,Yurt içi,B,C
5067,2021-02-01,Enginar,63,sebze ve bakliyat,Yurt içi,B,C
5068,2021-02-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,B,C
5069,2021-02-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,B,C
5070,2021-02-01,Havuç,42,sebze ve bakliyat,Yurt içi,B,C
5071,2021-02-01,Salatalık,8,sebze ve bakliyat,Yurt içi,B,C
5072,2021-02-01,Ispanak,25,sebze ve bakliyat,Yurt içi,B,C
5073,2021-02-01,Kabak,19,sebze ve bakliyat,Yurt içi,B,C
5074,2021-02-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,B,C
5075,2021-02-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,B,C
5076,2021-02-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,B,C
5077,2021-02-01,Lahana,24,sebze ve bakliyat,Yurt içi,B,C
5078,2021-02-01,Mantar,16,sebze ve bakliyat,Yurt içi,B,C
5079,2021-02-01,Marul,15,sebze ve bakliyat,Yurt içi,B,C
5080,2021-02-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,B,C
5081,2021-02-01,Nohut,376,sebze ve bakliyat,Yurt içi,B,C
5082,2021-02-01,Pancar,42,sebze ve bakliyat,Yurt içi,B,C
5083,2021-02-01,Patates,83,sebze ve bakliyat,Yurt içi,B,C
5084,2021-02-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,B,C
5085,2021-02-01,Pazı,27,sebze ve bakliyat,Yurt içi,B,C
5086,2021-02-01,Pırasa,52,sebze ve bakliyat,Yurt içi,B,C
5087,2021-02-01,Semizotu,32,sebze ve bakliyat,Yurt içi,B,C
5088,2021-02-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,B,C
5089,2021-02-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,B,C
5090,2021-02-01,Erişte,390,tahıl ve ürünleri,Yurt içi,B,C
5091,2021-02-01,Makarna,390,tahıl ve ürünleri,Yurt içi,B,C
5092,2021-02-01,Mısır,351,tahıl ve ürünleri,Yurt içi,B,C
5093,2021-02-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,B,C
5094,2021-02-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,B,C
5095,2021-02-01,Pilav,368,tahıl ve ürünleri,Yurt içi,B,C
5096,2021-02-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,B,C
5097,2021-02-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,B,C
5098,2021-02-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,B,C
5099,2021-02-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,B,C
5100,2021-02-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5101,2021-02-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5102,2021-02-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5103,2021-02-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5104,2021-02-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5105,2021-02-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5106,2021-02-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5107,2021-02-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5108,2021-02-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5109,2021-02-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5110,2021-02-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5111,2021-02-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,B,C
5112,2021-02-01,Armut,57,meyve,Yurt içi,B,C
5113,2021-02-01,Çilek,39,meyve,Yurt içi,B,C
5114,2021-02-01,Elma,52,meyve,Yurt içi,B,C
5115,2021-02-01,Erik türleri,60,meyve,Yurt içi,B,C
5116,2021-02-01,İncir,80,meyve,Yurt içi,B,C
5117,2021-02-01,Karadut,93,meyve,Yurt içi,B,C
5118,2021-02-01,Karpuz,24,meyve,Yurt içi,B,C
5119,2021-02-01,Kavun,28,meyve,Yurt içi,B,C
5120,2021-02-01,Kayısı,54,meyve,Yurt içi,B,C
5121,2021-02-01,Kiraz,79,meyve,Yurt içi,B,C
5122,2021-02-01,Limon,17,meyve,Yurt içi,B,C
5123,2021-02-01,Mandalina,36,meyve,Yurt içi,B,C
5124,2021-02-01,Muz,90,meyve,Yurt içi,B,C
5125,2021-02-01,Nar,77,meyve,Yurt içi,B,C
5126,2021-02-01,Portakal,41,meyve,Yurt içi,B,C
5127,2021-02-01,Şeftali,49,meyve,Yurt içi,B,C
5128,2021-02-01,Üzüm,74,meyve,Yurt içi,B,C
5129,2021-02-01,Vişne,57,meyve,Yurt içi,B,C
5130,2021-02-01,fındık,110,kuruyemiş,Yurt içi,B,C
5131,2021-02-01,fıstık,115,kuruyemiş,Yurt içi,B,C
5132,2021-02-01,kaju,100,kuruyemiş,Yurt içi,B,C
5133,2021-02-01,badem,110,kuruyemiş,Yurt içi,B,C
5134,2021-02-01,ceviz,120,kuruyemiş,Yurt içi,B,C
5135,2021-02-01,kıyma,120,et,Yurt dışı,B,C
5136,2021-02-01,tavuk,103,et,Yurt dışı,B,C
5137,2021-02-01,hindi,160,et,Yurt dışı,B,C
5138,2021-02-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,B,C
5139,2021-02-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,B,C
5140,2021-02-01,Bamya,42,sebze ve bakliyat,Yurt dışı,B,C
5141,2021-02-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,B,C
5142,2021-02-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,B,C
5143,2021-02-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,B,C
5144,2021-02-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,B,C
5145,2021-02-01,Domates,25,sebze ve bakliyat,Yurt dışı,B,C
5146,2021-02-01,Enginar,63,sebze ve bakliyat,Yurt dışı,B,C
5147,2021-02-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,B,C
5148,2021-02-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,B,C
5149,2021-02-01,Havuç,42,sebze ve bakliyat,Yurt dışı,B,C
5150,2021-02-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,B,C
5151,2021-02-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,B,C
5152,2021-02-01,Kabak,19,sebze ve bakliyat,Yurt dışı,B,C
5153,2021-02-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,B,C
5154,2021-02-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,B,C
5155,2021-02-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,B,C
5156,2021-02-01,Lahana,24,sebze ve bakliyat,Yurt dışı,B,C
5157,2021-02-01,Mantar,16,sebze ve bakliyat,Yurt dışı,B,C
5158,2021-02-01,Marul,15,sebze ve bakliyat,Yurt dışı,B,C
5159,2021-02-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,B,C
5160,2021-02-01,Nohut,376,sebze ve bakliyat,Yurt dışı,B,C
5161,2021-02-01,Pancar,42,sebze ve bakliyat,Yurt dışı,B,C
5162,2021-02-01,Patates,83,sebze ve bakliyat,Yurt dışı,B,C
5163,2021-02-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,B,C
5164,2021-02-01,Pazı,27,sebze ve bakliyat,Yurt dışı,B,C
5165,2021-02-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,B,C
5166,2021-02-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,B,C
5167,2021-02-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,B,C
5168,2021-02-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,B,C
5169,2021-02-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,B,C
